Age,Age_bacon,Age_clam20,Que.il.t,Que.ce.t,Que.ro.t,Ole,Pin,Abi,Ace,Aln,Bet,Cupeae,Euc,Fag,Fra,Fra.or,Jug,Hde,Mor,Ost,Pin.ha,Pic,Til,Ulm,Cas,Abt,Bux,Cpx,Cis,Cor,Thy,Eph.d.,Eph.cf.fr,Eph.indet,Erceae,Gei,Jun,Myt,Pfl,Pis,Pru,Rbs,Rhu,Slx,Sor,Tam,Tax,Vib,Vit,Ziz,Erc,Poaeae,Ach,Alh,Ahu,Apieae,All,Aum,Art,Asd,Ast-t,Braeae,Bup,Can-t,Crd,Cdu,Crl,Cryeae,Cen.ja,Cen,Ctu,Cer.ud,Che,Coo,Cypeae,Dip,Drb-t,Ecm,Eup,Fabeae,Flc,Flg-t,Gal,Gen,Ger,Glo,Hli,Hyp,Jas,Jnceae,Lameae,Lav,Asteae.Ci,Lileae,Lim,Lnr,Lin,Lin.ca,Lot,Lyt,Mal,Mth,Mnt,Mrc,Pap,Phm,Pln.co,Pln.la-t,Pln.ma,Pln.mr,Pol.av,Prl,Pso,Rad,Ran,Rhi,Roseae,Rubeae,Rum.as,Rum.al,Rum.ob,Sgi,Sax,Scr.t.,Sed,Sen-t,Srr-t,Sil,Sin,Smi,Sol.ni,Spu-t,Sta,Teu,Tha,Trf-t,Sol.ni,Sol.ni,Vro,Vio,Char,Influx,influx_bacon,influx_bacon_z,Influx_clam20,Influx_clam20z
4258,4268,4214,17.6,3.5,4,1.5,1.5,0,0.2,2,0,0,0,0,0.5,0,0,0,0,0.9,0,0,0,0,0,0.2,0,0,3.1,0.4,0,0,0,0,0,0,0.7,1.8,1.8,2.7,0,0,0,0,0,0.2,0,0,0,0,47.8,2,0,0,0,0.5,0,0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,2.2,0,2.2,0,0,0,0.2,0,0,0.4,0,0,0,0.2,0.2,0.4,0.2,0,0,0.2,0.9,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.5,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,3545942.4,337708.8,354594.24,-0.288862424,406178.9691,-0.346809909
4300,4307,4249,16.8,1.1,4.1,1.5,1.5,0,0,1.1,0,0,0,0.2,0,0,0,0,0,0.4,0.2,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0.6,4.5,0.4,3,0,0,0,0,0,0,0,0,0,0,50,3,0.2,0,0,0,0,0,0.6,0.2,0.9,1.1,0,0,0,0,0,0,0,0,0,0,3,0,2.2,0,0,0,0,0,0,0.9,0,0,0,0,0.2,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2445240,227464.186,271693.3333,-0.504427275,275055.1181,-0.536061175
4363,4364,4303,13.3,2.3,3.2,0.9,0.9,0,0,2.3,0,0,0,0,0.7,0,0,0,0,0.7,0,0,0,0,0,0,0,0,2,0.7,0,0,0,0,0,0,0.9,4.3,1.6,2.5,0,0,0,0,0,0,0,0,0,0,52.1,2.3,0.2,0,0,0,0,0,1.4,0.5,0.5,0.7,0,0,0,0,0,0,0,0,0,0,3.8,0,2,0,0,0,0,0,0,0.7,0,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,4469059.636,403223.4258,496562.1818,0.080292746,488421.8181,-0.228108671
4429,4420,4359,15.7,2.4,4.8,0.9,2,0,0,1.5,0.2,0,0,0,0.7,0,0,0,0,1.1,0,0,0,0,0,0.4,0,0,0.7,0.2,0,0,0,0,0,0,1.1,3.7,0.9,3.9,0,0,0,0,0,0,0,0,0,0,47.1,3.9,0.2,0,0,0.2,0,0,0,0.2,0.2,0.7,0,0,0,0,0,0,0,0,0,0.2,3.5,0,2,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0.2,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.4,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5506956,478865.7391,611884,0.380160764,582130.6554,-0.092858555
4496,4475,4416,11.8,2.9,5.1,0.7,3.3,0,0,1.8,0.4,0,0,0,0.4,0,0,0,0,0.7,0.2,0,0,0.2,0,0,0,0,2,0.9,0.4,0,0,0,0,0,0.7,3.1,1.3,3.3,0,0,0,0,0,0,0,0,0,0,46.3,3.6,0.2,0,0,0.4,0,0,0.4,0.2,0.4,0.4,0,0,0.2,0,0,0,0,0,0,0,2.7,0,2.2,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0.2,0,1.6,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4683151.2,394964.559,468315.12,0.006842721,477872.5714,-0.243334416
4590,4550,4496,14.2,1.7,3.4,2.3,1.5,0,0,1.9,0,0,0,0,0.2,0,0,0,0,0.4,0,0,0,0,0,0.6,0,0,1.5,1.3,0,0,0,0.2,0,0,1.7,3.2,1.1,6.6,0,0,0,0,0,0,0,0,0,0,47.2,3.2,0.2,0,0,0.2,0,0,0.2,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,3.4,0,1.3,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2,0.4,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1777104,145069.7143,177710.4,-0.748808402,172200,-0.684512133
4662,4606,4559,10,2.6,1.9,0.9,1.5,0,0,3,0.2,0,0,0,0.4,0,0,0,0,1.5,0,0,0,0.6,0,0.2,0,0,1.7,1.5,0.2,0,0,0,0,0,0.9,4.1,1.1,6.7,0,0,0,0,0,0,0,0,0,0,47.8,3.5,0,0,0,0,0,0,0.2,0,0.6,1.3,0,0,0,0,0,0,0,0,0,0,3,0,2.2,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0.4,0.2,0.4,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586208,124060.9609,158620.8,-0.798446542,147417.1004,-0.720281332
4737,4663,4625,11.2,1.3,3.5,2,1.5,0,0,1.5,0,0,0,0,0.2,0,0,0,0,1.1,0,0,0,0,0,0,0.2,0,2.6,1.3,0,0,0,0.2,0,0,0.9,4.4,1.3,3.5,0,0,0,0.2,0,0,0,0,0.2,0,50.8,3.5,0,0,0,0.2,0,0,0.4,0.2,0.4,0.4,0,0,0,0,0.2,0,0,0,0,0,2,0,1.5,0.2,0,0,0,0,0,0.4,0,0,0,0,0.4,0,0,0,0,0.2,0.9,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0.9,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3536988,267663.9568,353698.8,-0.291190811,314678.6477,-0.47887247
4841,4743,4718,10.5,3.2,2.6,1.7,1.7,0,0,1.9,0.2,0,0,0.2,1.5,0,0,0,0,0.9,0,0,0,0,0,0.4,0,0,1.3,0.6,0.2,0,0,0,0,0,1.9,6.6,1.1,2.1,0,0,0.2,0.2,0.2,0.6,0,0,0.4,0.2,51,2.6,0,0,0,0,0,0,0.4,0,0.4,0.4,0,0,0,0,0.2,0,0,0,0,0.2,1.3,0,1.7,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2626624,193134.1176,187616,-0.723051155,208959.7454,-0.631456733
4922,4826,4798,12.5,2.6,4.6,1.5,2.9,0,0,1.5,0.2,0,0,0,0,0,0,0,0,0.9,0,0,0,0.2,0,0.7,0,0,1.5,0.7,0,0,0,0.2,0,0,0.9,3.3,1.3,4.8,0,0,0,0,0,0,0,0,0.2,0,48.1,4.4,0,0,0,0,0,0,0.2,0,0.2,0.9,0,0,0,0,0,0,0,0,0,0,1.8,0,0.9,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.4,1.3,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2940028,210002,210002,-0.664841481,203744.1441,-0.638984419
4977,4882,4858,10.3,1.1,3.1,0.4,2.2,0,0,4.3,0.7,0,0,0.7,0,0,0,0,0,1.6,0.2,0,0,0,0,0,0,0,1.6,0.9,0,0,0,0,0,0,0.9,1.8,0.7,4.3,0,0,0,0,0,0,0,0,0,0,53.1,2,0.2,0,0,0,0,0,0.7,0,0,1.1,0,0,0,0,0,0,0,0,0,0.2,2.7,0,1.8,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0.2,0.2,1.8,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,3707121.6,260148.8842,264794.4,-0.522366373,238860.9278,-0.588300308
5090,4996,4988,8.6,2.7,3.8,1.1,2.7,0,0,1.8,0.4,0,0,0,0.7,0,0,0,0,0.9,0,0,0,0,0,0,0,0,4.4,0.2,0.2,0,0,0,0,0.2,0,0.9,0.7,4.2,0,0,0,0,0,0,0,0,0,0,55.2,3.5,0.4,0,0,0,0,0,0.4,0.2,0.2,1.3,0,0,0,0,0,0,0,0,0,0,2,0,2.2,0,0,0,0,0,0,0.4,0,0,0,0,0.2,0,0,0,0.4,0.2,0.7,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2865408,198469.8182,204672,-0.678700927,165534.8354,-0.694131976
5205,5106,5132,7.1,3.8,4.6,1,1.7,0,0,2.3,0.2,0,0,0,0.2,0,0,0,0,0.8,0,0,0,0,0.2,0.2,0,0,2.1,0.6,0.2,0,0,0.2,0,0,1,1,1.9,3.1,0,0,0,0,0,0,0,0,0,0,55.5,2.9,0,0,0,0.4,0,0,0.2,0,0.6,1.7,0,0,0,0,0,0,0,0,0,0,1.7,0,1.9,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0.4,0.6,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,0,0.6,0.2,0.6,0,0,0,0.2,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4020525.6,275918.4235,287180.4,-0.464156699,216157.2903,-0.621068505
5321,5216,5284,3,4.3,1.4,0.9,1.6,0,0,2.3,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0.2,0,0,0,0,2.3,1.1,0.5,0,0,0,0,0,0.2,0,0.5,3.4,0,0,0,0,0,0.5,0,0,0,0,68.9,2.3,0,0,0,0.2,0,0,0.2,0,0.5,1.6,0,0,0,0,0,0,0,0,0,0,2,0,0.5,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2352565.091,160402.1653,180966.5455,-0.740341541,121328.7824,-0.757934644
5409,5298,5401,3,2.7,5.3,1.1,1.8,0,0,1.8,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0.2,0,0,0,0,0,0,0.5,0.2,2.3,1.1,0,0,0,0,0,0,0,0,0.5,0,66.4,1.6,0,0,0,0,0,0,0.2,0.2,0.7,1.4,0,0,0,0,0,0,0,0,0,0.2,1.1,0,2.1,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0.2,0,1.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5700968,390477.2603,407212,-0.152041971,290125.598,-0.514309927
5497,5383,5519,1.3,3.8,3.6,2.2,2.4,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.4,0,0,0,0,0,0,0,0,0.7,2.4,0,0,0,0,0,0,0,0,0,0,68.4,2.9,0,0,0,0.4,0,0,0.7,0.2,0.4,0.2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0.2,0,0,0,0,0.4,0,0,0,0.2,0,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4405564.8,305942,314683.2,-0.392641957,224430.1987,-0.609128203
5555,5440,5597,3.8,2,2.5,2,2.3,0,0,0.7,0.2,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,2.7,0.7,0,0,0.5,0,0,0,0,0,0.7,2.5,0,0,0,0,0,0,0,0,0,0,68.2,3.2,0,0,0,0.2,0,0,0.2,0.7,0.2,0,0,0,0,0,0,0,0,0,0,0,1.8,0,2.9,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0.2,0,0.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.2,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,3447444,240519.3488,246246,-0.570597246,177155.3957,-0.677360003
5641,5525,5713,1.1,3.5,2.6,1.3,1.1,0,0,1.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,3.5,0.4,0.4,0,0,0,0,0,0.4,0,0.4,1.5,0,0,0,0,0,0,0,0,0,0,73.1,2.4,0,0,0,0.4,0,0,0,0,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0.9,0,1.5,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0.2,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,8560406.4,602845.5211,611457.6,0.379052008,451260.2214,-0.281744064
5727,5610,5825,1.1,2.9,3.1,0.9,2.2,0,0,1.8,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0,0,0,0,0,0,0.4,0,0.7,2,0,0.2,0,0,0,0,0,0,0,0,72.1,2,0.2,0,0,0.4,0,0,0,0.2,0.2,0.4,0,0,0,0,0,0,0,0,0,0,2,0,1.8,0,0,0,0,0,0,2.2,0.2,0,0,0,0,0,0,0,0.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10942276.8,787214.1583,781591.2,0.821445531,601224,-0.0653011
5783,5666,5897,1.1,3.7,1.9,1.5,2.2,0,0,0.9,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,1.7,0,0,0.2,0,0,0,0,0,0,0.4,2.6,0,0,0,0,0,0,0,0.2,0,0,71.4,4.1,0,0,0,0.2,0,0,0,0.2,1.3,0.4,0,0,0,0,0,0,0,0,0,0,1.3,0,2.4,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0.4,0,0.4,0.2,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,5350254,391482,382161,-0.217181368,305205.5904,-0.492544949
5866,5749,5999,0.8,1.5,1.5,1.3,1.1,0,0.2,1.1,0,0,0,0.2,0,0,0,0,0,0.2,0,0.2,0,0.2,0,0,0,0,2.1,0.6,0.2,0,0,0,0,0,0.8,0,0.4,3,0,0.2,0,0,0,0,0,0,0,0,74.3,1.5,0.2,0,0,0.2,0,0,0.6,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,1.7,0,1.9,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.4,0,0.2,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6422746.909,482913.3014,458767.6364,-0.017983327,394275.4395,-0.363990292
5947,5832,6093,1.1,1.3,1.7,1.1,2.1,0,0,0.4,0,0.2,0,0,0.2,0,0,0,0,0.4,0,0,0,0.2,0,0,0,0,2.1,0.2,0,0,0,0,0,0,0.4,0,0.4,3.2,0,0,0,0,0,0,0,0,0,0,73.9,1.7,0.2,0,0,0.2,0,0,0.2,0,0.2,0.4,0,0,0,0,0.2,0,0,0,0,0,2.4,0,0.9,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0.4,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,9760296,756612.093,697164,0.601911903,661266.6667,0.021358578
5999,5886,6150,1.2,0.2,1.4,1.4,1.8,0,0,0.8,0.2,0,0,0,0.2,0,0,0,0,0.6,0,0,0.2,0,0,0,0,0,3.6,0.2,0,0,0,0,0,0,0,0,0,2,0,0,0,0.2,0,0,0,0,0,0,76.3,1.8,0,0,0,0.4,0,0,0.2,0.6,0.4,1,0,0,0,0,0,0,0,0,0,0,1,0,1.4,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.2,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,8479816.8,678385.344,652293.6,0.485236688,623974.7461,-0.032464911
6076,5966,6227,1.4,0.7,2.8,0.7,1.6,0,0,0.7,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.9,0.2,0,0,0,0,0,0.7,0,0,2.8,0,0,0,0,0,0,0,0,0,0,75,1.6,0,0,0,0.2,0,0,0,0.2,0.7,0.5,0,0,0,0,0,0,0,0,0,0.2,0.9,0,3.4,0,0,0,0,0,0,3.7,0.2,0,0,0,0,0,0,0,0,0.5,0.7,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,11945169.6,1013529.542,918859.2,1.178379577,1030644.487,0.554482183
6149,6035,6291,0.7,0.7,1.5,0.7,0.9,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,2,1.1,0,0,0,0,0,0,0.7,0,0.4,1.8,0,0,0,0,0,0,0,0,0,0,76.3,1.3,0,0,0,0.7,0,0,0.2,0,0.7,0.4,0,0,0,0,0,0,0,0,0,0,1.1,0,2.4,0,0,0,0,0,0,4.4,0,0,0,0,0,0.2,0,0,0,0,0.9,0,0,0,0,0,0.2,0,0.2,0,0.4,0,0,0,0,0.4,0.4,0.2,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7692643.636,687610.6044,769264.3636,0.789392412,826277.5119,0.259518998
6241,6115,6362,0.7,0.5,2.5,0.5,1.6,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1.8,0,0.2,0,0,0,0,0,0.2,0,0,2.1,0,0.2,0,0,0,0,0,0,0,0,74.9,1.4,0,0,0,0.2,0,0,0.5,0.7,0.2,0.7,0,0,0,0,0,0,0,0,0,0,1.1,0,4.1,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0.2,0,0.9,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,10861687.2,1018283.175,1357710.9,2.319513072,1289986.603,0.92879108
6328,6178,6427,1.9,0.8,1.5,0.4,1.5,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0.6,0,0,0.2,0,0,0,0,0,1.7,0,0.4,0,0.2,0,0,0,0.2,0,0.4,3,0,0,0,0,0,0,0,0,0,0,77.3,1.5,0,0,0,0,0,0,0.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0,1.5,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0.2,0.8,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7288881.6,728888.16,809875.7333,0.894992992,939288.866,0.422628468
6369,6212,6457,0.2,0,1.7,1.1,2.1,0,0,0.4,0,0,0,0,0.2,0,0,0,0,0.4,0,0,0,0,0,0,0,0,3.6,0.4,0,0,0,0,0.2,0,0.4,0,0,2.1,0,0,0,0.2,0,0,0,0,0,0,78.2,1.7,0,0,0,0.4,0,0,0.2,0,0.2,0.8,0,0,0,0.2,0,0,0,0,0,0,0.6,0,2.5,0,0,0,0,0.2,0,0.4,0,0,0,0,0.2,0,0,0,0.6,0,1.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,7130958.545,772520.5091,792328.7272,0.849366015,954612.9244,0.444745707
6428,6263,6501,0.4,0.9,3,0.7,1.5,0,0,0.9,0.2,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,2.4,0.7,0.2,0,0.2,0,0,0,0.2,0,0.9,1.5,0.2,0,0,0,0,0,0,0,0.2,0,73.3,2.8,0,0,0,0,0,0,0.2,0.4,0,0.4,0,0,0,0,0.2,0,0,0,0,0.2,1.3,0,2.6,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0.2,0,1.7,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,6569273.455,752206.8841,821159.1819,0.92433302,930491.9908,0.409931924
6609,6427,6632,0.7,0.2,2.6,1.5,2.6,0,0,0.2,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,2,0.9,0.4,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,77.1,3.3,0,0,0,0,0,0,0,0.2,0,1.1,0,0,0,0,0,0,0,0,0,0.2,0,0,1.7,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10037882.4,1283915.191,1254735.3,2.051748572,1661901.06,1.465575817
6690,6508,6691,0.2,0,1.6,0.6,1,0,0,0.8,0,0,0,0,0.2,0,0,0,0,0.4,0,0,0,0,0,0.2,0,0,4.3,0.6,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0.2,0,0.2,0,0,0,0,77.6,3.9,0,0,0,0.2,0,0,0,1,1,1.2,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,1.8,0,0,0,0,0.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,6742663.2,944831.786,842832.9,0.980690568,1178787.273,0.768296906
6781,6606,6758,0.4,0.9,0.9,2,2,0,0,0.4,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,2.9,0,0.2,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0.2,0,0,0,0,0,79.5,2,0,0,0,0.2,0,0,0.2,0,0.2,1.1,0,0,0,0,0,0,0,0,0,0,0.4,0,2.7,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5238324,756868.1065,654790.5,0.491729306,950694.0109,0.439089532
7004,6864,6936,0.7,0.4,2.7,0,1.3,0,0,1.5,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0.4,0.2,0,0,0,0,0.2,0,0,0,3.5,0,0,0,0.2,0,0,0,0,0,0,77,2.7,0,0,0,0.4,0,0,0,0.2,0.9,0,0,0,0,0,0,0,0,0,0,0,0.9,0,4.6,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,4778393.455,711202.7467,597299.1819,0.342236279,816819.394,0.245868081
7044,6911,6971,0,0,0.8,1.2,0.6,0,0,0.2,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0.2,0,0,0,0,2.5,0.6,0,0,0,0,0,0,0,0,0.6,1.9,0,0,0,0,0,0,0,0.2,0,0,83.4,1.9,0,0,0,0.2,0,0,0,0.4,0.4,0.6,0,0,0,0,0,0,0,0,0,0,1.4,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,3163888,469419.5846,395486,-0.182532752,522093.7294,-0.179509947
7219,7107,7148,0.4,0.2,0.4,0,0.6,0,0,0.6,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,2.7,1.7,0,0,0,0,0,0,0,0,0.6,3.2,0,0,0,0,0,0,0,0,0,0,81,1.1,0.2,0,0,0.6,0,0,0.6,0,1.5,0.6,0,0,0,0,0,0,0,0,0,0,1.3,0,2.1,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,4469738,665263.3302,744956.3333,0.726184938,560117.5439,-0.124630114
