Age,Age_bacon,Age_clam20,Quercus ilex-type,Quercus suber-type,Quercus pubescens-type,Olea europaea,Pinus,Abies,Acer,Alnus glutinosa-type,Alnus viridis-type,Betula,Carpinus betulus,Castanea sativa,Ceratonia siliqua,Elaeagnus,Fagus,Ficus carica,Fraxinus ornus,Fraxinus oxycarpa-type,Hedera,Juglans regia,Loranthus europaeus,Morus,Ostrya carpinifolia-type,Populus,Prunus-type,Salix,Styrax,Taxus baccata,Tilia,Ulmus,Arbutus,Buxus,Chamaerops humilis,Cistus albidus-type,Cistus monspeliensis-type,Cornus sanguinea,Corylus,Ephedra,Genista-type,Juniperus-type,Myrtus communis,Nerium oleander,Phillyrea,Pistacia,Rhamnus,Rubus,Sambucus,Tamarix,Thymelaea,Vitis,Erica arborea-type,Poaceae,Achillea-type,Allium-type,Ambrosia,Apiaceae undiff.,Arctium,Armeria-type,Artemisia,Asparagus,Asphodelus albus-type,Asphodelus fistulosus,Asteraceae subf. Cichorioideae,Aster-type,Avena-type,Boraginaceae,Brassicaceae,Bryonia,Bupleurum,Campanulaceae,Cannabis-type,Carduus,Carlina,Carthamus,Caryophyllaceae undiff.,Centaurea cyanus,Centaurea nigra-type,Cerealia-type undiff.,Chenopodiaceae-type,Consolida-type,Convolvulus,Corrigiola litoralis,Crocus,Daucus,Echium,Eryngium,Euphorbia,Euphrasia,Fabaceae undiff.,Fagopyrum,Falcaria,Filago-type,Filipendula,Galeopsis-type,Galium-type,Gentiana,Geranium,Geum-type,Gratiola officinalis,Helianthemum,Hordeum-type,Hypericum perforatum-type,Illecebrum verticillatum,Lamiaceae undiff.,Lamium album-type,Lathyrus-type,Lavandula,Liliaceae undiff.,Linaria-type,Linum austriacum-type,Linum usitatissimum-type,Lotus-type,Lythrum salicaria-type,Mentha-type,Mercurialis,Minuartia,Onobrychis-type,Onosma,Orlaya,Papaver rhoeas-type,Paronychia-type,Pimpinella major-type,Pisum sativum,Plantago coronopus,Plantago lanceolata-type,Plantago maritima-type,Plantago media,Polygonum aviculare-type,Primula,Prunella-type,Radiola linoides,Ranunculus arvensis,Ranunculus-type,Reseda-type,Rosaceae undiff.,Rumex acetosa-type,Rumex acetosella-type,Rumex obtusifolius-type,Sanguisorba minor-type,Saxifraga,Scabiosa,Scrophulariaceae,Secale cereale,Sedum-type,Silene gallica-type,Spergula-type,Stachys-type,Teucrium,Thalictrum,Thelygonum cynocrambe,Trifolium,Triticum-type,Urtica dioica-type,Urtica pilulifera-type,Valeriana,Valerianella,Verbascum,Veronica-type,char,influx,influx_bacon,influx_bacon_z,Influx_clam20,Influx_clam20z
4385,4511,4376,2.1,0.6,1.9,2.5,0.6,0,0,13.3,0,0,0,0,0,0,0.2,0,0,1.5,0.2,0,0,0,0.2,0.4,0,0.2,0,0,0,0.2,0.2,0.2,0,0,1.1,0,0.8,0,0,0.9,2.5,0,0.8,14.4,0,0,0,0,0,0.2,26.2,6.1,0.4,0,0,0,0.2,0,3.4,0.2,0,0,1.1,0,0,0,2.1,0,0,0,0,0,0,0,0,0.2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.2,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,972574.75,168557.149,194514.95,0.51375238,224613.1062,0.249694263
4446,4565,4422,1.4,0.4,2.7,2.5,1.4,0,0,14.7,0,0,0,0,0,0,0.2,0,0,1.4,0,0,0,0,0.2,0,0.4,0,0,0,0,0,0.2,0.2,0.2,0.2,1.3,0.5,0.2,0.2,0,1.4,4.7,0,0.7,15.7,0,0,0,0,0,0.4,18.8,4.7,0.4,0.4,0,0,0,0,2.5,0,0.2,0,2,0.4,0,0,1.1,0,0,0,0,0.2,0,0,0,0,0,0,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.2,0,0.2,0,0.4,0,0,0.4,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.4,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0.2,0,0,0,0,0.4,0,0,0,0.2,0,0,0,0,0,0,913157,139840.2757,152192.8333,0.119900132,177657.0039,-0.024845161
4515,4644,4482,2.2,0,4.2,0.7,1.7,0,0,4.2,0,0.6,0,0,0,0,0,0,0,0.6,0,0,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,6.3,0.4,0.9,0,0,1.8,1.1,0,0,12.5,0,0.2,0,0,0,0.4,29.8,5.2,0,0,0,0.2,0.4,0,3.9,0,0,0.6,5.7,0.6,0,0,1.5,0,0,0,0,0,0,0.2,0,0,0,0,7,0,0,0,0,0,0,0.2,0,0,0,0,0,0.7,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,2.9,0.2,0,0.2,0,0,0.2,0,0,0,0,0.6,0.2,0,0,0,0.2,0,0,0,0,0,807646.3043,109585.6587,100955.788,-0.356914995,117561.3252,-0.376208078
4592,4736,4557,2.4,0.4,3.6,2.2,1.3,0,0,10.9,0,0.4,0,0,0,0,0.2,0,0,0.5,0,0,0,0,0.4,0,0.5,0.2,0,0,0.2,0,0,0,0.2,0,2.9,0.9,0,0,0,2,2.4,0,0.2,13.9,0,0.2,0.2,0,0,0.2,22.6,6,0.4,0,0,0,0,0,2.4,0,0.2,0,3.6,1.6,0,0,1.1,0,0.2,0,0,0.4,0,0.2,0.2,0,0,0,6.2,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0.4,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0.4,0,0.2,0,2.4,0.4,0,0,0,0,0.2,0,0,0,0.4,0.2,0,0,0.2,0.4,0.4,0,0,0,0,0,1113301,137444.5679,139162.625,-0.001359796,134132.6506,-0.279320093
4676,4824,4646,3.6,0.9,3.7,2.6,2.8,0,0,9.2,0,0.4,0,0,0,0,0.6,0,0,0.6,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0.2,0,0,0,3.2,0,0.9,0,0,1.9,0.4,0,0.6,12.2,0,0,0,0.2,0,0.4,21.2,9.9,0.9,0,0,0,0.2,0,2.2,0,0.2,0,2.6,0.6,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0.4,0,0,0,0,0.9,0.2,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.2,0,0,1.1,0,0.2,0,2.6,0.9,0,0,0,0,0.7,0,0.4,0,0,0,0.2,0,0,0.2,0.6,0,0,0,0,0,365497.3438,41962.95565,45687.16797,-0.871248207,38758.99722,-0.836943631
4765,4909,4744,0.9,0.6,3,0.4,0.9,0,0,9.1,0,0.2,0,0,0,0,0.4,0,0,0.6,0,0,0,0,0.4,0.2,0.4,0,0,0,0,0.2,0,0,0.2,0.6,3,0.6,0.6,0,0,3.4,1.9,0,0.9,16.9,0,0.4,0,0,0,0,20.5,9.5,0.4,0,0.6,0,0,0,2.8,0,0.4,0,5.3,0.9,0,0,1.9,0,0,0,0,0.8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0,0,0,0,0,0,0,0.4,0,0,0,2.8,0.4,0,0.2,0.2,0,0,0.4,0,0,0,0.6,0.2,0,0,0,0.2,0,0,0,0,0.2,869944.0909,94559.14032,96660.45455,-0.396887635,84789.87241,-0.567813755
4859,4991,4849,2,0.2,3.5,1.3,1.1,0,0,5.9,0.6,0.6,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0.2,2.4,0,0.4,0,0,3.9,1.3,0,0.4,9.6,0,0.4,0.2,0,0,0.4,20.6,7.2,0.7,0,0,0.2,0.6,0,2.2,0,0.4,0.2,10.9,0.9,0,0,1.5,0,0,0,0,0,0,0,0.6,0,0,0,6.7,0,0,0,0,0,0,0.2,0,0,0,0,0,0.7,0,0.2,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,1.7,0,0.4,0,0,0,0,0.2,0,0,0,0,0,0.9,0.4,0,0,0,0,0,0,0.2,0,0,0,5,0.6,0,0,0,0,0.2,0.2,0,0,0.2,0.2,0.2,0,0,0.4,0.2,0,0,0,0,0,734903.75,76712.29123,81655.97222,-0.53652028,68109.70806,-0.665338092
5055,5153,5068,0.9,0.2,2.4,2.4,0.9,0,0,8.2,0,0,0,0,0,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0.2,0,0.2,3.2,0.6,0,0,0,0.7,0,0,0,4.7,0,0,0,0,0,0,25.2,5,0.7,0,0,0,0.6,0,3.6,0.2,0.2,0.2,21.1,1.3,0,0,2.1,0,0,0,0,1.1,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0.2,0,0,0,0,0,0.6,0,0.6,0,0,0,0,0,0,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2,0,0,0,0,0,0,0.4,0,0,0,2.6,0.2,0,0,0,0,0,0,0.2,0,0.2,0.4,0.2,0,0,0.2,0.2,0,0,0,0,0,1116428.25,111978.7613,139553.5313,0.002278002,102143.4812,-0.466351974
5255,5318,5279,2.3,0.2,2.7,1.5,0.6,0,0,11.9,0,0,0,0,0,0,0.2,0,0,0.8,0,0,0,0,0,0.2,0.2,0.4,0,0,0,0.4,0.2,0,0,0.2,2.1,0.2,0.2,0,0,2.3,0,0,0,6.1,0,0,0,0,0,0.4,29.7,4,0.4,0,0,0,0.2,0,5,0,0.2,0,5.7,1.7,0,0,1.3,0,0,0,0,0.8,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0.6,0,0,0,0,0,1,0,1.3,0,0,0,0,0,0,0.2,0.4,0,0.2,0,0,0,0.2,0,0,0,1.1,0,0,0,0,0,0.6,0,0.2,0,0,0,0,0.6,0,0,0,0.2,0,0,0,0,0,0,0,3.6,0.2,0,0,0,0,0,0.2,0,0,0.2,0.6,0,0,0,0.2,0.2,0,0,0,0,0,1140701.667,115222.3906,162957.381,0.220075682,115689.8242,-0.38715023
5353,5403,5373,2.4,0.6,6.1,0.4,0.8,0,0,7.1,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0.2,4,0.2,0,0.2,0.2,1,0,0,0.6,6.1,0,0.2,0,0.2,0,0,15.8,9.9,2.4,0,0,1.2,0,0,1.6,0,0.4,0,16.2,0,0,0,2.4,0,0,0,0,0,0.4,0.2,0.2,0,0,0.4,5.3,0,0,0,0.2,0,0,0,0,0,0.4,0,0.2,1.4,0,0.6,0.2,0,0,0.2,0,0,0,0,0,1.2,0,0,0.2,0,0,0,0,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0,0.6,5,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0,0,1107940,114338.4933,123104.4444,-0.150798223,124208.5202,-0.337343756
5449,5479,5462,3.7,0.2,5.5,0.2,0.7,0,0,2.2,0,0,0,0,0,0,0.4,0,0,0.6,0,0,0,0,0,0.2,0.4,0,0,0,0,0,0,0,0.6,0.2,3.7,0.7,0.7,0.4,0,2.8,0.2,0,0.2,7.7,0,0.4,0,0,0,0.4,33.1,3.7,0.2,0,0,0,0,0,4.6,0,0,0.2,5.7,2,0,0,2,0,0.4,0,0,0.4,0,0.2,0,0,0,0,8.7,0,0,0,0.2,0,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.2,0,0,0,0.4,0,0.4,0,2,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,1379117.25,146403.1051,172389.6563,0.307853022,157433.476,-0.143086571
5542,5563,5549,4.2,1.5,5.9,0.8,0.8,0,0,3.3,0,0.2,0,0,0,0,0.4,0,0,0.6,0,0,0,0,0.2,0.4,0.6,0.4,0,0,0.2,0.2,0,0,0.6,0,3.1,0.8,0.4,0,0,2.3,0.2,0,0.4,6.9,0,0,0,0,0,0.4,31,7.1,0,0.2,0,0,0.2,0.2,3.6,0,0.2,0,5,1.1,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.2,0,0.2,0,1.5,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.2,0,0,0,0,0,1250900,136412.2137,138988.8889,-0.002976595,144780.0926,-0.217067426
5632,5651,5634,2.8,1.6,10,0.9,1.1,0.2,0,2.3,0,0.2,0,0,0,0,0,0,0,0.5,0,0,0,0.2,0,0,0.2,1.4,0,0,0,0,0,0,0.4,0.2,1.4,0.7,0,0.2,0,3.5,0,0,0.2,9.6,0,0.9,0,0.2,0,0.2,27.1,12.1,0,0,0,0,0,0,1.9,0,0,0,1.4,1.1,0,0,1.6,0,0,0,0,0.2,0,0,0,0,0,0,9.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0.9,0,0.9,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.2,0,0,0,0,0,0,0,0,0.9,0,1.1,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0.2,0,0,0,0,0,0,925666,103542.0582,102851.7778,-0.339270796,108138.5514,-0.431300446
5721,5739,5720,2.3,0.8,4.7,1,0.8,0.2,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0,0.8,0,0,0.2,0,0,0,0,0.2,3.7,0,0,0,0,4.1,0.2,0,0.2,14.4,0,0,0,0,0,0.6,30.3,6.6,0.2,0,0,0,0.2,0,5.6,0,0,0,3.7,0.4,0,0,0.4,0,0,0,0,0,0,0,0.2,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0.2,0,0,1,0,0.8,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0.2,0,0,0,0,0,0,0.6,0.4,0.2,0,0,0,0,0.6,0,0,0.4,0,0.8,0,0.2,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,859993.75,98510.16609,95554.86111,-0.407176356,100819.9004,-0.474090588
5807,5826,5805,1.1,0.4,8.1,0.4,0.7,0,0,1.3,0,0.2,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0.5,0.4,1.8,0,0,0,0,0,0.2,0.4,0,2.4,0.4,0.4,0,0,2.5,0.4,0,0,7.2,0,1.1,0,0,0,0,40.3,6,0.4,0,0,0,0,0,3.8,0,0.4,0,2.2,0.5,0,0,0.7,0,0.2,0,0,0,0,0.2,0,0,0,0,9.1,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0.5,0.2,0,0,0,0,0.5,0,0.2,0,0.2,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.2,0,0.5,0,0.7,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0.2,0,0,0,0,0,1813805,212389.3443,226725.625,0.813506923,212389.3443,0.178225287
5975,5998,5977,1.4,1.4,10.1,0.4,0.8,0,0,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.4,0,0,1.6,0,0,0,0.4,0,0,0,0,5.2,0,0.6,0,0,1.6,0,0,0,8.1,0,0,0,0.4,0,0,21.2,10.5,0.8,0,0,0.8,0,0,7.5,0,0,0,12.3,2.4,0,0.2,0.2,0,0,0,0,0,0.2,0,0,0,0,0,4.6,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0.6,0,0,0.6,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.4,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0,0,0,0,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0,0,0.2,0,0.2,0,0,0,0.2,0,0,0,0,0,1738751,211784.5311,217343.875,0.726199774,199626.9805,0.103607253
6056,6083,6065,3.2,1,6.1,0,1.2,0,0,0.8,0,0.2,0,0,0,0,0.2,0,0,0.2,0.2,0,0,0,0,0.4,0,0.8,0,0,0,0,0,0,0,1.2,3.4,0,0.6,0.2,0,4.7,0,0,0.2,10.5,0,0,0,0.8,0,0,29.8,7.7,0.4,0,0.2,0,0,0,2,0,0.4,0,6.5,1.4,0,0,0.6,0,0,0,0,0.2,0,0,0.4,0,0.2,0,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0.8,0,0.2,0,0,0,0,0,0,0,0,0,0.4,0,0,0.4,0,0,0,0,1.8,0,0.2,0,0,0,0,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0,0,0,0.8,0.6,0,0,0,0.4,0.4,0,0.4,0,0,0.4,0,0,0,0,0.2,0,0,0,0,0,941302.25,116497.8032,94130.225,-0.420434109,106602.7463,-0.440279877
6136,6175,6152,1.3,0,3.1,0.4,0.4,0,0,0.8,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,1.2,0.4,0,0,0,0,0,0.4,0,0.4,4,0,0.8,0,0,6,0,0,0.2,9.2,0,0.2,0,0,0,0.2,32.6,5.4,0.6,0.2,0,0,0,0,6,0,0.2,0,10.4,1.5,0,0,0.4,0,0,0,0,0.6,0,0.2,0.2,0,0,0,6.2,0,0,0,0,0,0,0.4,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.8,0,0,0,1.2,0,0,0.2,0,0,0,0,0,0,0.6,0.6,0.2,0,0,0,0,0,0,0,0,0,960065.75,120308.9912,106673.9722,-0.303701218,111895.7751,-0.409332992
6216,6266,6237,3.5,0.4,0.8,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.2,0,0,0,0,0,0,0.2,0,1.6,0.4,0,0,0,4.8,0,0,0.2,12.4,0,0,0.4,0,0,0,40.5,4.8,0.2,0,0,0,0.4,0,4.3,0,0.2,0,7.2,1.6,0,0,0.2,0,0,0,0,0.4,0,0,0,0,0,0,8.9,0,0,0,0,0,0,0.4,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.2,0,0,0,0.2,0,0,0,0,0,0.2,0.4,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,1453545.8,182835.9497,145354.58,0.056262922,173041.1667,-0.051832693
6296,6361,6321,13.5,2.7,4.2,0.8,0.8,0,0,0.6,0,0.4,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.4,1.1,0.6,0,0,0,0,0.2,0,0.4,0.2,1.9,0,0.6,0,0,2.1,0,0,0,12.8,0,0.8,0,0,0,0,30.5,3,0.8,0,0,0,0,0.4,1.1,0,0,0,1.1,1.3,0,0,2.5,0,0.4,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,1.5,0,0,0,0,0,0.6,0.2,0,0,0.2,0,0,0.2,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.4,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1438535,180041.9274,159837.2222,0.19103929,173526.538,-0.04899486
6376,6454,6403,3.4,2.6,9.9,3.2,0.7,0,0,0.2,0,0,0,0,0,0,0.2,0,0,1.1,0,0,0,0,0.2,0.2,3.2,0,0,0,0,0,0,0.2,0,0.7,1.9,0,0.6,0,0,1.5,0,0,0,16.4,0,0,0,0,0,0.2,25.6,2.4,0.2,0.4,0.2,0,0,0,2.8,0.2,0.2,0,1.3,0.6,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,1.3,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0.9,0.6,0,0,0,0,0.2,0,0,0,0,0,1099005,135847.3424,122111.6667,-0.160037074,133374.3932,-0.283753415
6458,6547,6486,6.8,5.1,4.9,6,0.4,0,0,0,0,0.2,0,0,0,0,0.2,0,0,1.3,0,0,0,0,0,0,1.6,0.5,0,0,0,0.2,0,0,0.5,0,0.5,0.5,0.5,0,0,1.3,0,0,0.4,15.4,0,0,0,0.4,0,0,14.1,8.2,0,0,0,0.5,0.2,0,2.2,0,0,0,1.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14.3,0,0,0,0,0,0,0.5,0,0,0,0,0,0.2,0,0.4,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.4,0,1.6,0,0.9,0.4,0,0,0,0.7,0,0,0,0,1.3,0.4,0.2,0,0,0,0.4,0,0,0,0,0,6642279,805124.7273,738031,5.571746514,804150,3.638087199
6541,6642,6569,5.8,1.3,13.5,5,1,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,1.3,0,0,0,0,0,0.4,0,0,0,1.3,0.4,0.4,0,0,3.9,0,0,1,17.7,0,0.2,0,0.2,0,1.2,20,3.3,0,0.2,0,0.2,0,0,1.5,0,0.2,0,1.7,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.4,0,1.2,0.2,0,0,0,0,0,0,0,0,0.8,0.2,0,0,0.2,0,0,0,0,0,0,0,600432,70805.66038,60043.2,-0.737650081,71908.02395,-0.643130383
6627,6739,6653,9.5,2.9,10.8,12,0.8,0,0,0.2,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.4,0.6,0,0.2,0,0,0,0.2,0,0,0,0,0.6,0,0.2,0,0,1.5,0,0,0.2,13.7,0,0,0,0,0,0,19.5,2.1,0,0,0,0,0.6,0,2.5,0,0.2,0,2.5,0.4,0,0,0.8,0,0.2,0,0,0,0,0,0,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,1.5,0,0,0.2,0,0,0,0,0,0,0,0,0,1.2,0.2,0,0,0,0,0,0,0.4,0,0,0,1.9,0,0.2,0,0,0,0,0,0,0,1.2,0.2,0,0,0,0,0.2,0,0,0,0,0.2,450982.3684,51423.30313,40998.39713,-0.9148822,52994.40287,-0.753713127
6762,6881,6783,9.3,15.4,6.1,9.5,1,0,0,1,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0.8,0.2,0.4,0,0,1.9,0.2,0,0.4,10.3,0,0.2,0,0,0,0.2,14.9,5.1,1,0,0,1,0,0,0.8,0,0,0,2.1,0.2,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,9.9,0,0,0.6,0,0,0,0,0,0,0.2,0,0,1,0,0.4,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,248836.9355,26670.62545,24883.69355,-1.064846633,28053.7695,-0.899534155
6809,6929,6827,4.6,1.3,3.3,10.4,0.4,0,0,0.4,0,0,0,0,0,0,0.4,0,0,1,0,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0.2,0,0.4,0,1,0,0.4,0,0,4.6,0,0,0.4,13.3,0,0,0,0,0,0,32.3,4,0,0,0,0,0,0,1.2,0,0,0,3.1,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0.6,0,0,0,0,0.2,0.4,0,0.8,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.2,0,0,0,0,0.6,0,0,0.2,0,3.1,0,0,0,0,0,0,0,0,0,0.4,0,0.2,0,0,0,0.2,0,0,0,0,0.2,73394.64286,7685.302917,7339.464286,-1.228114321,8136.878366,-1.015982744
6907,7019,6919,0.8,0.2,2.3,7.9,1.1,0,0,0.2,0,0,0,0,0,0,0.2,0,0,1.9,0,0,0,0.2,0,0.2,0.4,0.2,0,0,0.2,0.2,0,0,0,0.4,0.9,0.2,0.8,0,0,3,0,0,0.2,8.3,0,0,0,0.4,0,0.4,28.1,9.2,0,0,0.2,0.2,0,0,0.2,0,0,0,2.1,0.2,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0,0,0.2,0,0,0,0,0,0.9,0,0.2,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0.8,0,0,0,0,0,0,0,0.4,0,0.2,0,0,0,0,0.4,0.6,0.2,0,0,0,0,622322.75,61984.33765,56574.79545,-0.76992727,66345.70896,-0.67565171
6999,7107,7005,1.5,0.2,2.4,0.2,1.7,0,0,0,0,0.2,0,0,0,0,1.5,0,0,0.2,0,0,0,0.2,0.4,0,0,0,0,0,0,0.2,0.2,0,0.6,0,3,0,1.1,0.2,0,1.3,0,0,0.2,10.9,0.4,0,0,0,0,0.2,27.9,12.6,0.4,0,0.4,0,0.4,0,0.4,0,0.2,0,3.1,1.7,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,16.5,0,0,0.6,0,0.6,0,0,0,0,0,0,0,3,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.4,0.4,0,0,0,0,0.4,0,0,0,2.4,0.2,0.2,0,0,0,0,1073697.75,101965.5983,119299.75,-0.186204945,110010.0154,-0.420358511
